Season,Rank,Team,Record,Rating,v 1-10,v 11-25,v 26-40,Hi,Lo,Last
2017-18,41,"West Virginia",7-6,5.7,0-1,0-4,2-1,25,42,38
2017-18,42,"Florida Atlantic",11-3,5.3,0-1,0-0,0-0,42,115,54
2017-18,43,"Missouri",7-6,5.3,0-2,0-1,0-1,36,99,42
2017-18,44,"Texas Tech",6-7,4.9,0-1,1-2,0-3,26,66,43
2017-18,45,"Texas A&M",7-6,4.7,0-2,0-2,0-1,23,51,46
2017-18,46,"South Carolina",9-4,4.7,0-2,1-0,1-0,32,70,51
2017-18,47,"Navy",7-6,4.7,0-1,0-1,0-1,36,55,53
2017-18,48,"Arizona",7-6,4.4,0-0,0-1,1-3,31,62,44
2017-18,49,"Indiana",5-7,3.9,0-3,0-1,0-2,37,66,49
2017-18,50,"San Diego St",10-3,3.4,0-0,1-0,0-1,32,65,48
2017-18,51,"Arizona St",7-6,3.2,1-0,0-2,2-1,37,74,47
2017-18,52,"UCLA",6-7,2.6,0-1,0-2,1-3,26,53,50
2017-18,53,"Houston",7-5,2.5,0-0,0-0,1-1,23,57,52
2017-18,54,"Fresno St",10-4,2.3,0-2,0-0,1-1,40,113,56
2017-18,55,"Toledo",11-3,2.0,0-0,0-1,0-0,40,70,45
2017-18,56,"App State",9-4,1.9,0-1,0-0,0-1,52,84,77
2017-18,57,"Army",10-3,1.4,0-1,0-0,1-0,48,75,61
2017-18,58,"Minnesota",5-7,1.3,0-1,0-3,0-2,27,64,57
2017-18,59,"Pittsburgh",5-7,1.2,0-1,1-2,1-2,46,82,55
2017-18,60,"Ohio",9-4,1.1,0-0,0-0,0-1,55,97,60
2017-18,61,"Florida",4-7,1.0,0-1,0-3,0-0,20,63,59
2017-18,62,"Troy",11-2,0.7,0-0,1-0,0-1,60,85,66
2017-18,63,"California",5-7,0.6,0-1,0-2,1-1,58,78,58
2017-18,64,"Kentucky",7-6,-0.2,0-1,0-3,0-0,42,72,69
2017-18,65,"Mississippi",6-6,-0.2,0-2,1-1,0-0,43,81,63
2017-18,66,"Syracuse",4-8,-0.4,1-0,0-4,0-3,44,68,64
2017-18,67,"Colorado",5-7,-1.3,0-1,0-1,0-2,21,68,67
2017-18,68,"N Illinois",8-5,-1.5,0-0,0-0,0-2,58,88,62
2017-18,69,"Colorado St",7-6,-1.6,0-1,0-0,0-1,36,71,70
2017-18,70,"North Carolina",3-9,-2.4,0-1,0-3,0-3,51,88,72
2017-18,71,"Arkansas",4-8,-2.5,0-2,0-3,0-0,31,78,75
2017-18,72,"Nebraska",4-8,-2.8,0-3,0-2,1-1,53,78,74
2017-18,73,"W Michigan",6-6,-2.9,0-0,0-1,0-1,50,76,73
2017-18,74,"Wyoming",8-5,-2.9,0-0,0-1,0-2,72,102,78
2017-18,75,"Arkansas St",7-5,-3.2,0-0,0-0,0-0,62,91,71
2017-18,76,"Virginia",6-7,-3.5,0-0,0-3,3-1,61,91,68
2017-18,77,"Marshall",8-5,-3.7,0-0,0-0,0-1,64,90,79
2017-18,78,"Utah St",6-7,-3.8,0-1,0-0,0-2,71,102,76
2017-18,79,"SMU",7-6,-3.8,0-0,0-2,0-1,53,93,65
2017-18,80,"Temple",7-6,-4.3,0-1,0-1,0-1,66,106,88
2017-18,81,"Maryland",4-8,-4.4,0-3,1-3,0-1,32,81,80
2017-18,82,"Vanderbilt",5-7,-4.5,0-2,0-0,1-0,24,89,82
2017-18,83,"Baylor",1-11,-4.7,0-1,0-3,0-3,39,89,81
2017-18,84,"Tennessee",4-8,-4.8,0-2,0-1,1-0,22,84,83
2017-18,85,"Tulane",5-7,-5.4,0-1,0-0,0-2,68,90,85
2017-18,86,"Air Force",5-7,-5.5,0-0,0-1,0-1,52,87,87
2017-18,87,"Louisiana Tech",7-6,-5.5,0-0,0-1,0-0,83,107,95
2017-18,88,"E Michigan",5-7,-5.9,0-0,0-0,0-0,79,111,86
2017-18,89,"C Michigan",8-5,-7.1,0-0,0-0,0-1,83,117,84
2017-18,90,"Southern Miss",8-5,-7.5,0-0,0-1,0-0,72,96,89
2017-18,91,"Rutgers",4-8,-7.8,0-3,0-1,1-1,74,103,91
2017-18,92,"Buffalo",6-6,-7.8,0-0,0-0,0-0,90,126,90
2017-18,93,"Tulsa",2-10,-8.3,0-0,0-1,0-2,67,94,92
2017-18,94,"UTSA",6-5,-8.8,0-0,0-0,0-0,70,100,96
2017-18,95,"Middle Tenn",7-6,-8.9,0-0,0-0,0-0,81,106,99
2017-18,96,"BYU",4-9,-9.0,0-1,0-2,0-2,54,102,97
2017-18,97,"N Texas",9-5,-9.1,0-0,0-1,0-0,93,125,93
2017-18,98,"Miami OH",5-7,-10.0,0-1,0-0,0-0,91,104,98
2017-18,99,"Nevada",3-9,-10.6,0-0,0-1,0-2,94,116,100
2017-18,100,"UNLV",5-7,-10.9,0-1,0-0,0-0,89,122,102
2017-18,101,"Akron",7-7,-11.0,0-1,0-0,0-1,87,117,94
2017-18,102,"UMass",4-8,-11.3,0-0,0-1,0-0,100,122,101
2017-18,103,"W Kentucky",6-7,-12.0,0-0,0-0,0-0,47,104,103
2017-18,104,"Illinois",2-10,-12.3,0-2,0-2,0-2,80,107,104
2017-18,105,"New Mexico St",7-6,-12.5,0-0,0-0,0-0,99,129,108
2017-18,106,"UL Monroe",4-8,-13.2,0-1,0-1,0-1,101,117,106
2017-18,107,"Florida Intl",8-5,-13.2,0-0,0-1,0-0,104,128,107
2017-18,108,"UAB",8-5,-13.7,0-0,0-0,0-0,104,122,105
2017-18,109,"Cincinnati",4-8,-13.7,0-0,0-2,0-1,87,109,109
2017-18,110,"New Mexico",3-9,-14.5,0-0,0-0,0-1,82,111,111
2017-18,111,"Oregon St",1-11,-15.0,0-1,0-2,0-2,61,113,110
2017-18,112,"Georgia St",7-5,-15.4,0-1,0-0,0-0,109,128,113
2017-18,113,"Idaho",4-8,-16.0,0-0,0-0,0-0,108,127,117
2017-18,114,"Georgia So",2-10,-16.0,0-1,0-0,0-0,82,122,112
2017-18,115,"Bowling Green",2-10,-16.1,0-0,0-1,0-1,97,124,114
2017-18,116,"UConn",3-9,-16.2,0-0,0-1,0-3,101,122,115
2017-18,117,"S Alabama",4-8,-16.5,0-0,0-1,0-0,104,123,116
2017-18,118,"Hawai'i",3-9,-18.5,0-0,0-0,0-0,105,121,118
2017-18,119,"Kansas",1-11,-19.1,0-1,0-3,0-2,110,123,120
2017-18,120,"Old Dominion",5-7,-19.3,0-0,0-1,0-0,104,122,122
2017-18,121,"E Carolina",3-9,-19.4,0-0,0-2,0-2,89,128,121
2017-18,122,"Coastal Car",3-9,-19.7,0-0,0-0,0-0,108,126,123
2017-18,123,"Louisiana",5-7,-20.3,0-0,0-0,0-0,109,123,119
2017-18,124,"Kent St",2-10,-23.2,0-1,0-1,0-0,112,125,124
2017-18,125,"Rice",1-11,-23.8,0-0,0-1,0-0,114,127,125
2017-18,126,"Texas St",2-10,-26.0,0-0,0-0,0-0,126,130,126
2017-18,127,"Charlotte",1-11,-26.5,0-0,0-0,0-1,126,130,127
2017-18,128,"San Jose St",2-11,-27.1,0-0,0-1,0-2,111,130,129
2017-18,129,"Ball St",2-10,-27.9,0-0,0-0,0-0,82,129,128
2017-18,130,"UTEP",0-12,-28.2,0-1,0-0,0-0,125,130,130
2018-19,1,"Clemson",15-0,34.1,2-0,2-0,3-0,1,7,2
2018-19,2,"Alabama",14-1,32.5,4-1,3-0,0-0,1,2,1
2018-19,3,"Georgia",11-3,24.0,1-1,3-2,1-0,3,7,3
2018-19,4,"Oklahoma",12-2,21.3,0-1,2-1,3-0,2,8,5
2018-19,5,"Michigan",10-3,20.3,1-2,0-1,3-0,3,14,4
2018-19,6,"Ohio St",13-1,20.2,2-0,1-0,2-0,2,8,6
2018-19,7,"Mississippi St",8-5,19.5,1-1,1-4,0-0,6,17,7
2018-19,8,"Notre Dame",12-1,18.1,1-1,1-0,2-0,6,22,8
2018-19,9,"Penn St",9-4,17.3,0-2,1-1,2-1,2,17,9
2018-19,10,"Auburn",8-5,16.5,0-3,2-1,0-0,5,23,17
2018-19,11,"Texas A&M",9-4,16.2,0-4,2-0,2-0,11,25,16
2018-19,12,"Florida",10-3,15.5,2-1,1-2,1-0,12,42,18
2018-19,13,"LSU",10-3,15.5,3-1,1-2,1-0,8,29,13
2018-19,14,"West Virginia",8-4,15.3,0-1,1-1,1-2,7,25,10
2018-19,15,"Iowa",9-4,15.0,1-1,0-0,1-2,11,38,14
2018-19,16,"Missouri",8-5,14.8,0-2,1-1,0-2,11,40,11
2018-19,17,"Washington",10-4,14.2,0-2,2-0,2-1,4,19,15
2018-19,18,"UCF",12-1,13.8,0-0,0-1,1-0,12,26,12
2018-19,19,"Utah St",11-2,13.1,0-0,0-1,0-1,15,73,23
2018-19,20,"Fresno St",12-2,13.0,0-0,1-1,0-0,12,64,19
2018-19,21,"Texas",10-4,12.4,2-1,0-1,2-1,17,41,24
2018-19,22,"Kentucky",10-3,11.6,2-1,2-1,1-0,20,60,22
2018-19,23,"Utah",9-5,11.1,0-0,0-2,2-2,14,46,21
2018-19,24,"Syracuse",10-3,10.9,0-2,1-0,2-0,24,64,29
2018-19,25,"Boise St",10-3,10.9,0-0,2-1,0-1,6,33,26
2018-19,26,"Wisconsin",8-5,10.9,0-2,1-0,1-1,4,34,32
2018-19,27,"Washington St",11-2,10.8,0-0,1-1,3-0,23,67,25
2018-19,28,"Miami",7-6,10.6,0-0,0-1,0-2,8,28,20
2018-19,29,"App State",11-2,9.7,0-1,0-0,0-0,11,68,34
2018-19,30,"Stanford",9-4,9.4,0-1,0-2,1-1,11,35,27
2018-19,31,"Oklahoma St",7-6,9.2,0-1,4-0,0-2,12,43,35
2018-19,32,"Michigan St",7-6,8.2,1-2,1-0,0-2,13,35,33
2018-19,33,"Iowa St",8-5,7.9,0-1,1-2,2-1,23,43,38
2018-19,34,"South Carolina",7-6,7.8,0-2,1-3,0-0,22,35,28
2018-19,35,"NC State",9-4,7.7,0-1,0-2,1-0,29,64,30
2018-19,36,"Texas Tech",5-7,7.6,0-1,0-2,1-1,19,70,37
2018-19,37,"Cincinnati",11-2,7.5,0-0,0-1,0-0,34,97,36
2018-19,38,"Oregon",9-4,7.4,0-0,1-1,1-2,22,51,39
2018-19,39,"Boston College",7-5,7.0,0-1,0-1,1-1,22,40,40
2018-19,40,"Northwestern",9-5,6.8,0-3,2-0,2-0,30,57,43
2018-19,41,"Army",11-2,6.8,0-1,0-0,0-0,36,76,55
2018-19,42,"Purdue",6-7,6.5,1-1,1-1,1-3,21,65,31
2018-19,43,"Duke",8-5,5.7,0-1,0-0,2-0,20,54,53
2018-19,44,"TCU",7-6,5.6,0-2,0-2,2-1,15,47,44
2018-19,45,"Arizona St",7-6,5.6,0-0,1-2,1-2,29,52,42
2018-19,46,"Georgia Tech",7-6,5.5,0-2,0-0,1-0,36,65,41
2018-19,47,"Virginia",8-5,5.3,0-0,0-0,2-1,46,85,54
2018-19,48,"Ohio",9-4,4.9,0-0,0-0,0-1,45,97,50
2018-19,49,"Minnesota",7-6,4.8,0-1,1-1,1-1,40,76,56
2018-19,50,"Pittsburgh",7-7,4.8,0-3,1-1,0-2,46,88,48
2018-19,51,"Vanderbilt",6-7,3.9,0-2,0-3,0-1,44,90,45
2018-19,52,"USC",5-7,3.9,0-1,0-2,1-1,18,52,49
2018-19,53,"Memphis",8-6,3.5,0-0,0-3,0-0,32,57,47
2018-19,54,"Maryland",5-7,3.3,0-3,1-1,0-1,46,74,52
2018-19,55,"Nebraska",4-8,2.5,0-2,0-1,1-2,49,92,57
2018-19,56,"BYU",7-6,2.5,0-0,0-4,1-0,48,75,62
2018-19,57,"Temple",8-5,2.3,0-0,0-1,1-1,45,105,46
2018-19,58,"Kansas St",5-7,2.2,0-2,0-2,2-1,33,76,58
2018-19,59,"California",7-6,1.6,0-0,1-0,0-3,43,88,59
2018-19,60,"Mississippi",5-7,1.5,0-3,0-2,1-1,31,62,61
2018-19,61,"Indiana",5-7,1.4,0-3,0-1,0-1,49,72,60
2018-19,62,"Virginia Tech",6-7,1.2,0-1,0-0,0-3,10,68,63
2018-19,63,"Baylor",7-6,1.0,0-1,0-2,2-1,47,74,66
2018-19,64,"Wake Forest",7-6,1.0,0-2,0-1,1-1,45,90,65
2018-19,65,"Houston",8-5,-0.2,0-0,0-0,0-1,33,65,51
2018-19,66,"UAB",11-3,-0.4,0-0,0-1,0-0,60,109,75
2018-19,67,"Toledo",7-6,-0.5,0-0,0-1,0-1,46,78,64
2018-19,68,"Arizona",5-7,-0.5,0-0,0-1,1-1,34,74,67
2018-19,69,"Troy",10-3,-0.9,0-0,0-1,0-1,64,91,74
2018-19,70,"Tennessee",5-7,-1.1,1-2,1-3,0-1,56,90,69
2018-19,71,"Buffalo",10-4,-1.2,0-0,0-0,0-0,61,95,68
2018-19,72,"Georgia So",10-3,-1.3,0-1,0-0,1-0,64,94,73
2018-19,73,"Florida St",5-7,-1.5,0-2,0-2,1-2,16,77,72
2018-19,74,"UCLA",3-9,-1.7,0-1,0-3,0-3,64,91,71
2018-19,75,"Air Force",5-7,-1.7,0-0,0-2,0-0,62,80,79
2018-19,76,"Marshall",9-4,-1.8,0-0,0-0,0-1,62,91,80
2018-19,77,"Colorado",5-7,-2.1,0-0,0-2,0-1,51,82,76
2018-19,78,"N Texas",9-4,-2.5,0-0,0-1,0-0,30,88,70
2018-19,79,"Middle Tenn",8-6,-3.1,0-1,0-1,0-1,72,102,78
2018-19,80,"Arkansas St",8-5,-3.1,0-1,0-0,0-1,60,93,81
2018-19,81,"N Illinois",8-6,-3.4,0-0,0-2,0-0,61,90,77
2018-19,82,"Miami OH",6-6,-3.6,0-0,0-0,0-1,82,111,83
2018-19,83,"Florida Atlantic",5-7,-3.8,0-1,0-1,0-0,44,94,84
2018-19,84,"Nevada",8-5,-4.1,0-0,0-2,0-0,77,100,86
2018-19,85,"San Diego St",7-6,-4.3,0-0,1-1,0-1,43,86,82
2018-19,86,"Florida Intl",9-4,-4.3,0-0,0-0,0-1,70,114,87
2018-19,87,"E Michigan",7-6,-4.4,0-0,0-0,0-0,73,103,85
2018-19,88,"Kansas",3-9,-4.7,0-1,0-2,0-3,75,114,89
2018-19,89,"North Carolina",2-9,-4.7,0-0,0-1,0-2,59,97,88
2018-19,90,"Tulane",7-6,-4.8,0-1,0-0,0-1,78,94,90
2018-19,91,"Wyoming",6-6,-5.6,0-0,0-4,0-1,80,108,91
2018-19,92,"Arkansas",2-10,-7.0,0-3,0-3,0-0,57,95,95
2018-19,93,"Navy",3-10,-7.2,0-1,0-1,0-1,46,97,93
2018-19,94,"SMU",5-7,-7.5,0-1,0-1,0-1,85,110,92
2018-19,95,"Southern Miss",6-5,-7.6,0-1,0-0,0-0,93,112,97
2018-19,96,"Louisiana Tech",8-5,-7.9,0-1,0-1,0-0,65,98,98
2018-19,97,"W Michigan",7-6,-8.6,0-1,0-1,0-0,71,104,94
2018-19,98,"S Florida",7-6,-9.1,0-0,0-1,0-1,60,98,96
2018-19,99,"Louisiana",7-7,-9.7,0-2,0-0,0-2,99,124,99
2018-19,100,"Tulsa",3-9,-10.8,0-0,0-1,0-0,90,100,100
2018-19,101,"UL Monroe",6-6,-12.3,0-0,0-1,0-0,98,123,102
2018-19,102,"Rutgers",1-11,-12.5,0-3,0-0,0-3,77,121,101
2018-19,103,"Illinois",4-8,-13.0,0-1,0-1,0-2,96,107,103
2018-19,104,"Charlotte",5-7,-13.8,0-0,0-0,0-1,104,124,106
2018-19,105,"Hawai'i",8-6,-13.8,0-0,0-2,0-0,104,129,104
2018-19,106,"Akron",4-8,-13.9,0-0,0-0,1-2,83,110,105
2018-19,107,"Liberty",6-6,-14.1,0-1,0-0,0-0,86,112,107
2018-19,108,"New Mexico",3-9,-14.5,0-0,0-3,0-1,88,108,108
2018-19,109,"UNLV",4-8,-14.8,0-0,0-2,0-0,94,115,109
2018-19,110,"Louisville",2-10,-15.0,0-2,0-2,0-2,41,111,111
2018-19,111,"Coastal Car",5-7,-15.0,0-0,0-0,0-2,98,120,110
2018-19,112,"Oregon St",2-10,-15.5,0-1,0-1,0-3,102,120,112
2018-19,113,"UMass",4-8,-16.1,0-1,0-0,0-1,90,117,114
2018-19,114,"Ball St",4-8,-16.4,0-1,0-0,0-0,100,127,113
2018-19,115,"W Kentucky",3-9,-16.4,0-0,0-0,0-1,110,123,115
2018-19,116,"Old Dominion",4-8,-16.7,0-0,0-0,0-0,106,127,116
2018-19,117,"Colorado St",3-9,-16.7,0-0,0-3,0-0,100,121,117
2018-19,118,"C Michigan",1-11,-17.6,0-0,0-1,0-1,102,119,118
2018-19,119,"San Jose St",1-11,-17.7,0-0,0-2,0-2,119,129,120
2018-19,120,"E Carolina",3-9,-19.0,0-0,0-1,0-2,105,124,119
2018-19,121,"Kent St",2-10,-19.4,0-1,0-0,0-0,115,128,121
2018-19,122,"Georgia St",2-10,-19.5,0-0,0-0,0-2,118,127,122
2018-19,123,"Bowling Green",3-9,-20.0,0-0,0-0,0-1,110,126,123
2018-19,124,"S Alabama",3-9,-20.5,0-0,0-0,0-2,112,125,125
2018-19,125,"Texas St",3-9,-20.6,0-0,0-0,0-1,124,128,124
2018-19,126,"UTSA",3-9,-22.7,0-0,0-0,0-0,113,127,126
2018-19,127,"New Mexico St",3-9,-23.8,0-0,0-1,0-0,119,129,127
2018-19,128,"Rice",2-11,-25.1,0-0,0-1,0-0,123,130,128
2018-19,129,"UTEP",1-11,-27.2,0-0,0-0,0-0,128,130,129
2018-19,130,"UConn",1-11,-28.9,0-0,0-3,0-1,113,130,130
2019-20,1,"Ohio St",13-1,39.1,4-1,1-0,3-0,1,6,1
2019-20,2,"Clemson",14-1,32.7,1-1,1-0,1-0,1,4,2
2019-20,3,"LSU",15-0,32.6,4-0,4-0,0-0,3,8,3
2019-20,4,"Alabama",11-2,30.5,1-2,1-0,0-0,1,4,4
2019-20,5,"Wisconsin",10-4,24.4,1-3,2-0,2-0,3,17,5
2019-20,6,"Georgia",12-2,24.1,1-1,4-0,2-0,3,8,6
2019-20,7,"Penn St",11-2,22.9,1-1,2-1,2-0,4,15,7
2019-20,8,"Michigan",9-4,21.5,0-4,2-0,2-0,4,18,8
2019-20,9,"Auburn",9-4,21.2,2-2,1-2,0-0,8,12,9
2019-20,10,"Oregon",12-2,20.9,1-1,3-0,1-0,7,19,11
2019-20,11,"Florida",11-2,20.8,1-2,0-0,2-0,8,15,10
2019-20,12,"Notre Dame",11-2,20.4,0-2,2-0,1-0,8,16,14
2019-20,13,"Oklahoma",12-2,18.9,0-1,4-0,2-1,6,14,13
2019-20,14,"Utah",11-3,18.1,0-1,1-2,1-0,9,24,12
2019-20,15,"Iowa",10-3,16.1,0-3,3-0,1-0,14,23,15
2019-20,16,"Washington",8-5,14.7,0-1,1-1,2-0,12,28,18
2019-20,17,"UCF",10-3,13.9,0-0,0-1,0-0,10,26,16
2019-20,18,"Baylor",11-3,13.5,0-1,2-2,3-0,16,49,17
2019-20,19,"Texas",8-5,13.3,0-1,1-3,2-1,16,24,23
2019-20,20,"Texas A&M",8-5,13.1,0-5,0-0,1-0,10,21,19
2019-20,21,"Minnesota",11-2,13.1,2-1,0-1,1-0,18,66,21
2019-20,22,"Memphis",12-2,12.6,0-1,2-0,1-0,19,36,20
2019-20,23,"USC",8-5,9.8,0-1,1-3,0-0,17,26,22
2019-20,24,"Iowa St",7-6,9.8,0-0,1-4,1-2,19,66,24
2019-20,25,"Cincinnati",11-3,9.3,0-1,1-2,0-0,21,51,30
2019-20,26,"Navy",11-2,9.1,0-0,0-2,2-0,26,94,26
2019-20,27,"App State",13-1,9.0,0-0,0-0,3-0,25,57,25
2019-20,28,"Indiana",8-5,8.1,0-3,0-0,1-1,26,53,28
2019-20,29,"Michigan St",7-6,7.9,0-4,0-0,1-0,13,31,31
2019-20,30,"North Carolina",7-6,7.9,0-1,0-0,0-1,28,58,42
2019-20,31,"Oklahoma St",8-5,7.8,0-0,1-4,2-0,22,46,32
2019-20,32,"Washington St",6-7,7.6,0-1,0-2,0-1,15,32,29
2019-20,33,"Air Force",11-2,7.1,0-0,0-0,1-2,33,65,38
2019-20,34,"Boise St",12-2,7.1,0-0,0-1,1-0,26,39,27
2019-20,35,"Louisiana",11-3,6.9,0-0,0-0,0-2,25,93,33
2019-20,36,"TCU",5-7,6.8,0-0,1-3,0-2,25,41,34
2019-20,37,"Kansas St",8-5,6.7,0-0,2-2,1-2,32,75,35
2019-20,38,"Kentucky",8-5,6.6,0-1,0-1,1-0,36,55,39
2019-20,39,"Missouri",6-6,6.2,0-1,0-1,0-1,18,42,41
2019-20,40,"Nebraska",5-7,6.0,0-2,0-2,0-1,24,56,40
2019-20,41,"Florida Atlantic",11-3,6.0,0-1,0-1,0-0,40,85,47
2019-20,42,"Mississippi St",6-7,5.8,0-3,0-1,2-1,19,43,36
2019-20,43,"Virginia",9-5,5.8,0-1,0-2,1-0,27,45,45
2019-20,44,"South Carolina",4-8,5.5,1-2,0-2,1-3,25,46,44
2019-20,45,"Tennessee",8-5,5.4,0-2,0-1,3-0,30,74,46
2019-20,46,"SMU",10-3,4.8,0-0,0-1,1-1,30,76,37
2019-20,47,"Arizona St",8-5,4.2,1-0,0-2,2-0,42,72,49
2019-20,48,"Miami",6-7,4.0,0-0,0-1,0-1,19,49,43
2019-20,49,"Virginia Tech",8-5,3.9,0-0,0-1,1-1,31,90,48
2019-20,50,"Tulane",7-6,3.8,0-1,0-2,0-1,31,69,50
2019-20,51,"Mississippi",4-8,3.6,0-3,0-2,0-1,50,77,51
2019-20,52,"Florida St",6-7,2.5,0-1,0-1,0-1,36,55,52
2019-20,53,"California",8-5,2.2,0-1,1-2,1-0,51,77,53
2019-20,54,"Purdue",4-8,1.4,0-2,0-2,1-2,38,76,54
2019-20,55,"Wake Forest",8-5,1.0,0-1,0-0,1-1,47,67,55
2019-20,56,"Louisville",8-5,0.5,0-1,0-1,0-1,55,90,63
2019-20,57,"Texas Tech",4-8,0.2,0-0,0-4,1-2,53,71,57
2019-20,58,"Stanford",4-8,0.1,0-1,1-3,0-1,24,62,58
2019-20,59,"Oregon St",5-7,-0.3,0-1,0-2,0-2,58,104,62
2019-20,60,"Houston",4-8,-0.3,0-0,0-4,0-2,36,63,59
2019-20,61,"Illinois",6-7,-0.6,1-1,0-2,1-1,53,92,56
2019-20,62,"Pittsburgh",8-5,-0.7,0-1,1-0,1-0,42,68,60
2019-20,63,"BYU",7-6,-0.8,0-0,1-2,1-0,54,72,61
2019-20,64,"Northwestern",3-9,-1.1,0-2,0-2,0-3,32,74,66
2019-20,65,"UCLA",4-8,-1.2,0-0,0-4,1-0,39,75,65
2019-20,66,"Duke",5-7,-1.6,0-1,0-1,0-1,29,71,68
2019-20,67,"San Diego St",10-3,-1.6,0-0,0-0,0-0,67,94,75
2019-20,68,"Boston College",6-7,-2.2,0-1,0-2,0-0,45,86,64
2019-20,69,"Colorado",5-7,-2.3,0-1,1-2,1-2,52,77,69
2019-20,70,"Wyoming",8-5,-2.4,0-0,0-0,1-2,70,97,73
2019-20,71,"Syracuse",5-7,-2.4,0-1,0-0,0-0,27,83,70
2019-20,72,"Tulsa",4-8,-2.5,0-0,1-2,0-3,70,95,71
2019-20,73,"Buffalo",8-5,-3.2,0-1,0-0,0-0,73,105,77
2019-20,74,"W Michigan",7-6,-3.3,0-0,0-0,0-1,58,80,72
2019-20,75,"Hawai'i",10-5,-3.5,0-0,0-1,0-3,63,95,78
2019-20,76,"Temple",8-5,-3.5,0-0,1-2,0-1,44,78,67
2019-20,77,"Ohio",7-6,-3.7,0-0,0-0,0-1,73,93,74
2019-20,78,"Maryland",3-9,-4.1,0-3,0-1,0-3,16,82,76
2019-20,79,"Army",5-8,-4.1,0-1,0-0,0-2,49,82,80
2019-20,80,"West Virginia",5-7,-4.2,0-0,0-4,2-2,67,98,81
2019-20,81,"Arizona",4-8,-4.2,0-1,0-3,0-0,48,81,79
2019-20,82,"Louisiana Tech",10-3,-4.5,0-0,0-1,0-0,77,105,88
2019-20,83,"W Kentucky",9-4,-4.6,0-0,0-0,0-0,76,120,84
2019-20,84,"Utah St",7-6,-5.0,0-1,0-0,0-2,41,85,82
2019-20,85,"Georgia So",7-6,-5.4,0-1,0-1,1-1,82,107,83
2019-20,86,"Southern Miss",7-6,-5.5,0-1,0-0,0-0,73,86,85
2019-20,87,"Marshall",8-5,-5.6,0-0,0-2,0-1,61,90,86
2019-20,88,"Fresno St",4-8,-5.7,0-0,0-2,0-1,54,88,87
2019-20,89,"Ball St",5-7,-6.8,0-0,0-0,0-1,81,113,89
2019-20,90,"Arkansas St",8-5,-7.5,0-1,0-0,0-1,60,91,90
2019-20,91,"S Florida",4-8,-8.4,0-1,0-3,0-1,70,100,91
2019-20,92,"NC State",4-8,-8.5,0-1,0-0,0-1,34,93,93
2019-20,93,"Miami OH",8-6,-8.9,0-1,0-2,0-1,89,107,95
2019-20,94,"Arkansas",2-10,-9.1,0-3,0-1,0-2,72,102,94
2019-20,95,"Middle Tenn",4-8,-9.5,0-1,0-1,0-0,87,106,96
2019-20,96,"Vanderbilt",3-9,-9.7,0-2,0-1,1-1,60,107,98
2019-20,97,"Liberty",8-5,-10.0,0-0,0-0,0-1,96,118,99
